order_id,order_number,customer_id,channel_id,order_date,status,currency,subtotal,discount_total,tax_total,shipping_total
1436,ORD2025-001436,129,2,29/06/2025 01:30,fulfilled,CAD,36.05,0,4.69,7.99
1437,ORD2025-001437,124,1,31/07/2025 18:16,fulfilled,CAD,172.83,7.12,11.59,0
1438,ORD2025-001438,157,1,03/05/2025 10:34,fulfilled,CAD,21.39,0,2.78,7.99
1439,ORD2024-001439,738,2,23/12/2024 08:12,fulfilled,CAD,49.52,0,3.47,7.99
1440,ORD2025-001440,471,4,05/01/2025 01:40,fulfilled,CAD,17.34,0.87,1.15,7.99
1441,ORD2024-001441,600,7,20/11/2024 23:51,cancelled,CAD,83.49,0,5.85,0
1442,ORD2025-001442,141,3,13/07/2025 18:12,closed,CAD,11.08,0,1.44,7.99
1443,ORD2025-001443,388,1,28/04/2025 18:37,fulfilled,CAD,24.72,0,3.21,7.99
1444,ORD2024-001444,890,4,29/12/2024 17:16,cancelled,CAD,255.48,27.32,29.66,19.99
1445,ORD2024-001445,560,5,22/12/2024 00:29,paid,CAD,58.08,0,4.07,0
1446,ORD2024-001446,757,1,22/11/2024 05:18,fulfilled,CAD,107.47,0,13.97,0
1447,ORD2025-001447,217,1,26/04/2025 04:55,paid,CAD,22.83,0.53,2.9,7.99
1448,ORD2024-001448,523,5,29/11/2024 13:42,fulfilled,CAD,28.77,0,2.01,7.99
1449,ORD2025-001449,410,1,06/03/2025 13:40,paid,CAD,14.47,0,1.88,7.99
1450,ORD2025-001450,344,1,16/05/2025 15:25,paid,CAD,16.23,0,2.11,7.99
1451,ORD2024-001451,225,2,23/12/2024 01:07,closed,CAD,51.81,0,3.63,0
1452,ORD2025-001452,889,1,20/04/2025 02:57,fulfilled,CAD,191.38,8.7,23.75,19.99
1453,ORD2025-001453,843,3,10/02/2025 01:54,closed,CAD,66.81,2.65,4.49,0
1454,ORD2024-001454,880,4,20/10/2024 07:01,paid,CAD,190.56,8.05,23.73,19.99
1455,ORD2024-001455,352,1,31/10/2024 03:05,paid,CAD,8.02,0,0.56,7.99
1456,ORD2025-001456,148,3,09/07/2025 07:27,closed,CAD,38.28,1.91,4.73,7.99
1457,ORD2025-001457,923,5,21/04/2025 19:59,fulfilled,CAD,504.6,0,35.33,0
1458,ORD2025-001458,782,2,28/08/2025 07:44,paid,CAD,14.3,0,1.86,7.99
1459,ORD2024-001459,177,2,08/11/2024 21:33,paid,CAD,52.86,0,6.87,0
1460,ORD2025-001460,853,2,25/02/2025 18:33,paid,CAD,439.96,31,53.16,0
1461,ORD2024-001461,476,2,14/10/2024 16:46,closed,CAD,70.75,0.6,4.91,0
1462,ORD2025-001462,73,5,30/07/2025 02:08,paid,CAD,41.74,0,2.92,7.99
1463,ORD2025-001463,148,3,11/07/2025 15:12,fulfilled,CAD,42.46,0,5.52,7.99
1464,ORD2025-001464,450,1,13/08/2025 09:56,closed,CAD,3.82,0,0.27,7.99
1465,ORD2024-001465,203,5,01/10/2024 04:03,closed,CAD,180.09,0,23.41,0
1466,ORD2025-001466,825,1,21/05/2025 00:30,fulfilled,CAD,165.74,5.42,20.84,0
1467,ORD2024-001467,909,3,09/11/2024 11:17,closed,CAD,126.58,16.97,14.25,19.99
1468,ORD2025-001468,503,2,06/01/2025 08:11,fulfilled,CAD,12.02,0,1.56,7.99
1469,ORD2025-001469,53,2,24/03/2025 04:13,closed,CAD,188.73,4.32,12.9,0
1470,ORD2025-001470,880,2,20/08/2025 09:52,closed,CAD,326.66,28.39,38.78,0
1471,ORD2025-001471,366,2,18/08/2025 18:40,cancelled,CAD,9.64,0,0.67,7.99
1472,ORD2025-001472,763,1,12/07/2025 09:34,paid,CAD,70.52,0,4.94,0
1473,ORD2025-001473,448,2,23/07/2025 03:10,closed,CAD,27.09,0.3,1.87,7.99
1474,ORD2024-001474,259,1,26/11/2024 18:23,paid,CAD,107.8,0,14.02,0
1475,ORD2025-001475,815,2,17/05/2025 00:44,closed,CAD,39.06,0,5.08,7.99
1476,ORD2025-001476,795,2,18/06/2025 15:38,fulfilled,CAD,9.55,0,0.67,7.99
1477,ORD2025-001477,707,6,02/01/2025 15:27,paid,CAD,75.08,0,5.25,0
1478,ORD2024-001478,189,7,15/09/2024 05:39,cancelled,CAD,88.46,0,11.51,0
1479,ORD2025-001479,605,2,28/02/2025 04:23,fulfilled,CAD,44.24,0,3.1,7.99
1480,ORD2025-001480,610,1,06/08/2025 22:45,paid,CAD,8.62,0.43,0.57,7.99
1481,ORD2025-001481,89,6,02/08/2025 18:04,paid,CAD,38.58,0,2.7,7.99
1482,ORD2024-001482,445,4,15/09/2024 12:03,closed,CAD,97.86,0,12.72,0
1483,ORD2025-001483,826,6,13/02/2025 18:48,closed,CAD,12.3,0.42,1.55,7.99
1484,ORD2025-001484,320,1,22/04/2025 00:30,fulfilled,CAD,86.61,3.24,5.84,0
1485,ORD2025-001485,587,3,01/09/2025 19:38,paid,CAD,33.51,0,4.36,7.99
1486,ORD2024-001486,95,1,14/12/2024 11:52,closed,CAD,19.84,0,1.39,7.99
1487,ORD2025-001487,598,1,24/06/2025 21:04,fulfilled,CAD,61.89,0,8.05,0
1488,ORD2024-001488,995,1,14/09/2024 16:05,closed,CAD,305.6,18.46,37.32,0
1489,ORD2025-001489,223,4,03/06/2025 01:29,fulfilled,CAD,7.52,0,0.98,7.99
1490,ORD2025-001490,304,1,14/07/2025 16:32,fulfilled,CAD,63.38,0,8.24,0
1491,ORD2024-001491,929,4,12/10/2024 00:07,closed,CAD,160.86,0,11.26,19.99
1492,ORD2025-001492,878,1,01/08/2025 12:46,closed,CAD,156.08,2.16,10.78,19.99
1493,ORD2025-001493,414,6,20/02/2025 08:10,closed,CAD,110.5,0,14.37,0
1494,ORD2025-001494,646,5,06/02/2025 12:36,closed,CAD,62.27,0,4.36,0
1495,ORD2025-001495,933,1,28/02/2025 18:43,closed,CAD,602.04,35.97,39.63,0
1496,ORD2025-001496,446,3,17/05/2025 12:43,fulfilled,CAD,16.59,0,2.16,7.99
1497,ORD2024-001497,491,1,14/09/2024 12:00,fulfilled,CAD,38.6,0,2.7,7.99
1498,ORD2025-001498,800,1,18/07/2025 18:06,closed,CAD,43.22,0,5.62,7.99
1499,ORD2024-001499,995,3,08/12/2024 01:15,paid,CAD,280.38,5.2,35.77,0
1500,ORD2025-001500,162,2,09/03/2025 15:02,fulfilled,CAD,4.57,0,0.32,7.99
